Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
2023-03-01,7:00p,Phoenix Suns,105.0,Charlotte Hornets,91.0,Box Score,,19137.0,Spectrum Center,
2023-03-01,7:00p,Chicago Bulls,117.0,Detroit Pistons,115.0,Box Score,,18098.0,Little Caesars Arena,
2023-03-01,7:30p,Cleveland Cavaliers,113.0,Boston Celtics,117.0,Box Score,,19156.0,TD Garden,
2023-03-01,7:30p,Philadelphia 76ers,119.0,Miami Heat,96.0,Box Score,,19600.0,Kaseya Center,
2023-03-01,7:30p,Brooklyn Nets,118.0,New York Knicks,142.0,Box Score,,19812.0,Madison Square Garden (IV),
2023-03-01,8:00p,Memphis Grizzlies,113.0,Houston Rockets,99.0,Box Score,,15919.0,Toyota Center,
2023-03-01,8:00p,Orlando Magic,117.0,Milwaukee Bucks,139.0,Box Score,,17354.0,Fiserv Forum,
2023-03-01,8:00p,Los Angeles Lakers,123.0,Oklahoma City Thunder,117.0,Box Score,,17114.0,Paycom Center,
2023-03-01,10:00p,New Orleans Pelicans,121.0,Portland Trail Blazers,110.0,Box Score,,18566.0,Moda Center,
2023-03-02,7:00p,Toronto Raptors,108.0,Washington Wizards,119.0,Box Score,,14643.0,Capital One Arena,
2023-03-02,7:30p,Philadelphia 76ers,126.0,Dallas Mavericks,133.0,Box Score,,20002.0,American Airlines Center,
2023-03-02,8:30p,Indiana Pacers,99.0,San Antonio Spurs,110.0,Box Score,,14617.0,AT&T Center,
2023-03-02,10:00p,Los Angeles Clippers,91.0,Golden State Warriors,115.0,Box Score,,18064.0,Chase Center,
2023-03-03,7:00p,Orlando Magic,117.0,Charlotte Hornets,106.0,Box Score,,16683.0,Spectrum Center,
2023-03-03,7:30p,Portland Trail Blazers,111.0,Atlanta Hawks,129.0,Box Score,,17521.0,State Farm Arena,
2023-03-03,7:30p,Brooklyn Nets,115.0,Boston Celtics,105.0,Box Score,,19156.0,TD Garden,
2023-03-03,8:00p,Phoenix Suns,125.0,Chicago Bulls,104.0,Box Score,,21169.0,United Center,
2023-03-03,8:00p,New York Knicks,122.0,Miami Heat,120.0,Box Score,,19600.0,Kaseya Center,
2023-03-03,8:00p,Utah Jazz,103.0,Oklahoma City Thunder,130.0,Box Score,,16538.0,Paycom Center,
2023-03-03,10:00p,Memphis Grizzlies,97.0,Denver Nuggets,113.0,Box Score,,19641.0,Ball Arena,
2023-03-03,10:00p,New Orleans Pelicans,99.0,Golden State Warriors,108.0,Box Score,,18064.0,Chase Center,
2023-03-03,10:00p,Los Angeles Clippers,127.0,Sacramento Kings,128.0,Box Score,,18111.0,Golden 1 Center,
2023-03-03,10:30p,Minnesota Timberwolves,110.0,Los Angeles Lakers,102.0,Box Score,,18997.0,Crypto.com Arena,
2023-03-04,5:00p,Toronto Raptors,116.0,Washington Wizards,109.0,Box Score,OT,18174.0,Capital One Arena,
2023-03-04,7:30p,Detroit Pistons,90.0,Cleveland Cavaliers,114.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
2023-03-04,8:00p,Atlanta Hawks,109.0,Miami Heat,117.0,Box Score,,19600.0,Kaseya Center,
2023-03-04,8:00p,Houston Rockets,122.0,San Antonio Spurs,110.0,Box Score,,18354.0,AT&T Center,
2023-03-04,8:30p,Philadelphia 76ers,133.0,Milwaukee Bucks,130.0,Box Score,,18100.0,Fiserv Forum,
2023-03-04,10:00p,Minnesota Timberwolves,138.0,Sacramento Kings,134.0,Box Score,,18111.0,Golden 1 Center,
2023-03-05,1:00p,Phoenix Suns,130.0,Dallas Mavericks,126.0,Box Score,,20311.0,American Airlines Center,
2023-03-05,3:30p,Indiana Pacers,125.0,Chicago Bulls,122.0,Box Score,,21225.0,United Center,
2023-03-05,3:30p,Golden State Warriors,105.0,Los Angeles Lakers,113.0,Box Score,,18997.0,Crypto.com Arena,
2023-03-05,6:00p,Charlotte Hornets,86.0,Brooklyn Nets,102.0,Box Score,,17921.0,Barclays Center,
2023-03-05,6:00p,Portland Trail Blazers,122.0,Orlando Magic,119.0,Box Score,,18846.0,Amway Center,
2023-03-05,7:00p,San Antonio Spurs,110.0,Houston Rockets,142.0,Box Score,,16721.0,Toyota Center,
2023-03-05,7:00p,Utah Jazz,119.0,Oklahoma City Thunder,129.0,Box Score,,14778.0,Paycom Center,
2023-03-05,7:30p,New York Knicks,131.0,Boston Celtics,129.0,Box Score,2OT,19156.0,TD Garden,
2023-03-05,7:30p,Milwaukee Bucks,117.0,Washington Wizards,111.0,Box Score,,18746.0,Capital One Arena,
2023-03-05,10:00p,Memphis Grizzlies,129.0,Los Angeles Clippers,135.0,Box Score,,19068.0,Crypto.com Arena,
2023-03-06,7:00p,Boston Celtics,114.0,Cleveland Cavaliers,118.0,Box Score,OT,19432.0,Rocket Mortgage Fieldhouse,
2023-03-06,7:00p,Portland Trail Blazers,110.0,Detroit Pistons,104.0,Box Score,,16989.0,Little Caesars Arena,
2023-03-06,7:00p,Philadelphia 76ers,147.0,Indiana Pacers,143.0,Box Score,,15008.0,Gainbridge Fieldhouse,
2023-03-06,7:30p,Atlanta Hawks,128.0,Miami Heat,130.0,Box Score,,19600.0,Kaseya Center,
2023-03-06,9:00p,Toronto Raptors,113.0,Denver Nuggets,118.0,Box Score,,19520.0,Ball Arena,
2023-03-06,10:00p,New Orleans Pelicans,108.0,Sacramento Kings,123.0,Box Score,,17708.0,Golden 1 Center,
2023-03-07,7:00p,Washington Wizards,119.0,Detroit Pistons,117.0,Box Score,,17855.0,Little Caesars Arena,
2023-03-07,7:00p,Milwaukee Bucks,134.0,Orlando Magic,123.0,Box Score,,16110.0,Amway Center,
2023-03-07,7:30p,Philadelphia 76ers,117.0,Minnesota Timberwolves,94.0,Box Score,,17136.0,Target Center,
2023-03-07,7:30p,Charlotte Hornets,112.0,New York Knicks,105.0,Box Score,,19812.0,Madison Square Garden (IV),
2023-03-07,8:00p,Brooklyn Nets,118.0,Houston Rockets,96.0,Box Score,,14833.0,Toyota Center,
2023-03-07,8:00p,Golden State Warriors,128.0,Oklahoma City Thunder,137.0,Box Score,,16142.0,Paycom Center,
2023-03-07,8:30p,Utah Jazz,116.0,Dallas Mavericks,120.0,Box Score,,20277.0,American Airlines Center,
2023-03-07,10:00p,Memphis Grizzlies,103.0,Los Angeles Lakers,112.0,Box Score,,18997.0,Crypto.com Arena,
2023-03-08,7:00p,Atlanta Hawks,122.0,Washington Wizards,120.0,Box Score,,15087.0,Capital One Arena,
2023-03-08,7:30p,Portland Trail Blazers,93.0,Boston Celtics,115.0,Box Score,,19156.0,TD Garden,
2023-03-08,7:30p,Cleveland Cavaliers,104.0,Miami Heat,100.0,Box Score,,19600.0,Kaseya Center,
2023-03-08,7:30p,Dallas Mavericks,106.0,New Orleans Pelicans,113.0,Box Score,,17473.0,Smoothie King Center,
2023-03-08,9:00p,Chicago Bulls,117.0,Denver Nuggets,96.0,Box Score,,19896.0,Ball Arena,
2023-03-08,9:00p,Oklahoma City Thunder,101.0,Phoenix Suns,132.0,Box Score,,17071.0,Footprint Center,
2023-03-08,10:00p,Toronto Raptors,100.0,Los Angeles Clippers,108.0,Box Score,,17397.0,Crypto.com Arena,
2023-03-09,7:00p,Charlotte Hornets,113.0,Detroit Pistons,103.0,Box Score,,17121.0,Little Caesars Arena,
2023-03-09,7:00p,Houston Rockets,125.0,Indiana Pacers,134.0,Box Score,OT,16027.0,Gainbridge Fieldhouse,
2023-03-09,7:00p,Utah Jazz,131.0,Orlando Magic,124.0,Box Score,,16552.0,Amway Center,
2023-03-09,7:30p,Golden State Warriors,110.0,Memphis Grizzlies,131.0,Box Score,,17794.0,FedEx Forum,
2023-03-09,8:00p,Brooklyn Nets,113.0,Milwaukee Bucks,118.0,Box Score,,17341.0,Fiserv Forum,
2023-03-09,10:00p,New York Knicks,117.0,Sacramento Kings,122.0,Box Score,,18068.0,Golden 1 Center,
2023-03-10,7:00p,Portland Trail Blazers,119.0,Philadelphia 76ers,120.0,Box Score,,21001.0,Wells Fargo Center,
2023-03-10,7:00p,Atlanta Hawks,114.0,Washington Wizards,107.0,Box Score,,18161.0,Capital One Arena,
2023-03-10,8:00p,Cleveland Cavaliers,115.0,Miami Heat,119.0,Box Score,,19757.0,Kaseya Center,
2023-03-10,8:00p,Brooklyn Nets,124.0,Minnesota Timberwolves,123.0,Box Score,OT,17136.0,Target Center,
2023-03-10,8:00p,Denver Nuggets,120.0,San Antonio Spurs,128.0,Box Score,,18354.0,AT&T Center,
2023-03-10,10:30p,Toronto Raptors,112.0,Los Angeles Lakers,122.0,Box Score,,18322.0,Crypto.com Arena,
2023-03-11,4:00p,New York Knicks,95.0,Los Angeles Clippers,106.0,Box Score,,19068.0,Crypto.com Arena,
2023-03-11,7:00p,Utah Jazz,119.0,Charlotte Hornets,111.0,Box Score,,17221.0,Spectrum Center,
2023-03-11,7:00p,Indiana Pacers,121.0,Detroit Pistons,115.0,Box Score,,20190.0,Little Caesars Arena,
2023-03-11,7:00p,Miami Heat,114.0,Orlando Magic,126.0,Box Score,OT,17347.0,Amway Center,
2023-03-11,7:30p,Boston Celtics,134.0,Atlanta Hawks,125.0,Box Score,,17884.0,State Farm Arena,
2023-03-11,8:00p,Chicago Bulls,119.0,Houston Rockets,111.0,Box Score,,18055.0,Toyota Center,
2023-03-11,8:00p,Dallas Mavericks,108.0,Memphis Grizzlies,112.0,Box Score,,17794.0,FedEx Forum,
2023-03-11,8:30p,Milwaukee Bucks,116.0,Golden State Warriors,125.0,Box Score,OT,18064.0,Chase Center,
2023-03-11,8:30p,Oklahoma City Thunder,110.0,New Orleans Pelicans,96.0,Box Score,,17606.0,Smoothie King Center,
2023-03-11,9:00p,Sacramento Kings,128.0,Phoenix Suns,119.0,Box Score,,17071.0,Footprint Center,
2023-03-12,3:30p,Brooklyn Nets,122.0,Denver Nuggets,120.0,Box Score,,19739.0,Ball Arena,
2023-03-12,5:00p,Cleveland Cavaliers,114.0,Charlotte Hornets,108.0,Box Score,,17342.0,Spectrum Center,
2023-03-12,6:00p,Washington Wizards,93.0,Philadelphia 76ers,112.0,Box Score,,21220.0,Wells Fargo Center,
2023-03-12,7:00p,Portland Trail Blazers,110.0,New Orleans Pelicans,127.0,Box Score,,16676.0,Smoothie King Center,
2023-03-12,7:00p,Oklahoma City Thunder,102.0,San Antonio Spurs,90.0,Box Score,,17314.0,AT&T Center,
2023-03-12,9:00p,New York Knicks,112.0,Los Angeles Lakers,108.0,Box Score,,18997.0,Crypto.com Arena,
2023-03-13,7:00p,Indiana Pacers,97.0,Detroit Pistons,117.0,Box Score,,18313.0,Little Caesars Arena,
2023-03-13,7:30p,Minnesota Timberwolves,136.0,Atlanta Hawks,115.0,Box Score,,17799.0,State Farm Arena,
2023-03-13,7:30p,Memphis Grizzlies,104.0,Dallas Mavericks,88.0,Box Score,,20303.0,American Airlines Center,
2023-03-13,7:30p,Utah Jazz,115.0,Miami Heat,119.0,Box Score,,19721.0,Kaseya Center,
2023-03-13,8:00p,Boston Celtics,109.0,Houston Rockets,111.0,Box Score,,18055.0,Toyota Center,
2023-03-13,10:00p,Phoenix Suns,112.0,Golden State Warriors,123.0,Box Score,,18064.0,Chase Center,
2023-03-13,10:00p,Milwaukee Bucks,133.0,Sacramento Kings,124.0,Box Score,,18111.0,Golden 1 Center,
2023-03-14,7:00p,Cleveland Cavaliers,120.0,Charlotte Hornets,104.0,Box Score,,14690.0,Spectrum Center,
2023-03-14,7:00p,Detroit Pistons,97.0,Washington Wizards,117.0,Box Score,,15279.0,Capital One Arena,
2023-03-14,7:30p,Denver Nuggets,110.0,Toronto Raptors,125.0,Box Score,,19800.0,Scotiabank Arena,
2023-03-14,8:00p,Los Angeles Lakers,123.0,New Orleans Pelicans,108.0,Box Score,,18625.0,Smoothie King Center,
2023-03-14,8:00p,Brooklyn Nets,107.0,Oklahoma City Thunder,121.0,Box Score,,16976.0,Paycom Center,
2023-03-14,8:00p,Orlando Magic,114.0,San Antonio Spurs,132.0,Box Score,,13708.0,AT&T Center,
2023-03-14,10:00p,Milwaukee Bucks,116.0,Phoenix Suns,104.0,Box Score,,17071.0,Footprint Center,
2023-03-14,10:00p,New York Knicks,123.0,Portland Trail Blazers,107.0,Box Score,,19488.0,Moda Center,
2023-03-15,7:30p,Philadelphia 76ers,118.0,Cleveland Cavaliers,109.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
2023-03-15,7:30p,Memphis Grizzlies,119.0,Miami Heat,138.0,Box Score,,19794.0,Kaseya Center,
2023-03-15,8:00p,Sacramento Kings,117.0,Chicago Bulls,114.0,Box Score,,21886.0,United Center,
2023-03-15,8:00p,Los Angeles Lakers,110.0,Houston Rockets,114.0,Box Score,,18055.0,Toyota Center,
2023-03-15,8:00p,Boston Celtics,104.0,Minnesota Timberwolves,102.0,Box Score,,17136.0,Target Center,
2023-03-15,8:30p,Dallas Mavericks,137.0,San Antonio Spurs,128.0,Box Score,OT,18354.0,AT&T Center,
2023-03-15,10:00p,Golden State Warriors,126.0,Los Angeles Clippers,134.0,Box Score,,19068.0,Crypto.com Arena,
2023-03-16,7:00p,Denver Nuggets,119.0,Detroit Pistons,100.0,Box Score,,17987.0,Little Caesars Arena,
2023-03-16,7:30p,Sacramento Kings,101.0,Brooklyn Nets,96.0,Box Score,,18172.0,Barclays Center,
2023-03-16,7:30p,Oklahoma City Thunder,111.0,Toronto Raptors,128.0,Box Score,,19800.0,Scotiabank Arena,
2023-03-16,8:00p,Indiana Pacers,139.0,Milwaukee Bucks,123.0,Box Score,,17797.0,Fiserv Forum,
2023-03-16,10:00p,Orlando Magic,113.0,Phoenix Suns,116.0,Box Score,,17071.0,Footprint Center,
2023-03-17,7:00p,Philadelphia 76ers,121.0,Charlotte Hornets,82.0,Box Score,,19096.0,Spectrum Center,
2023-03-17,7:30p,Golden State Warriors,119.0,Atlanta Hawks,127.0,Box Score,,18201.0,State Farm Arena,
2023-03-17,7:30p,Washington Wizards,94.0,Cleveland Cavaliers,117.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
2023-03-17,8:00p,Minnesota Timberwolves,131.0,Chicago Bulls,139.0,Box Score,2OT,20109.0,United Center,
2023-03-17,8:00p,New Orleans Pelicans,112.0,Houston Rockets,114.0,Box Score,,15841.0,Toyota Center,
2023-03-17,8:00p,Memphis Grizzlies,126.0,San Antonio Spurs,120.0,Box Score,OT,15221.0,AT&T Center,
2023-03-17,10:00p,Boston Celtics,126.0,Portland Trail Blazers,112.0,Box Score,,19393.0,Moda Center,
2023-03-17,10:30p,Dallas Mavericks,111.0,Los Angeles Lakers,110.0,Box Score,,18997.0,Crypto.com Arena,
2023-03-18,1:00p,Denver Nuggets,110.0,New York Knicks,116.0,Box Score,,19812.0,Madison Square Garden (IV),
2023-03-18,3:00p,Orlando Magic,113.0,Los Angeles Clippers,108.0,Box Score,,17533.0,Crypto.com Arena,
2023-03-18,7:00p,Philadelphia 76ers,141.0,Indiana Pacers,121.0,Box Score,,17274.0,Gainbridge Fieldhouse,
2023-03-18,7:00p,Minnesota Timberwolves,107.0,Toronto Raptors,122.0,Box Score,,19800.0,Scotiabank Arena,
2023-03-18,8:00p,Miami Heat,99.0,Chicago Bulls,113.0,Box Score,,20094.0,United Center,
2023-03-18,8:00p,Golden State Warriors,119.0,Memphis Grizzlies,133.0,Box Score,,18396.0,FedEx Forum,
2023-03-18,8:00p,Sacramento Kings,132.0,Washington Wizards,118.0,Box Score,,18529.0,Capital One Arena,
2023-03-18,9:00p,Boston Celtics,117.0,Utah Jazz,118.0,Box Score,,18206.0,Vivint Arena,
2023-03-19,3:30p,Denver Nuggets,108.0,Brooklyn Nets,102.0,Box Score,,18235.0,Barclays Center,
2023-03-19,3:30p,Phoenix Suns,120.0,Oklahoma City Thunder,124.0,Box Score,,17897.0,Paycom Center,
2023-03-19,4:00p,Atlanta Hawks,118.0,San Antonio Spurs,126.0,Box Score,,16311.0,AT&T Center,
2023-03-19,6:00p,Miami Heat,112.0,Detroit Pistons,100.0,Box Score,,20190.0,Little Caesars Arena,
2023-03-19,7:00p,New Orleans Pelicans,117.0,Houston Rockets,107.0,Box Score,,14209.0,Toyota Center,
2023-03-19,8:00p,Toronto Raptors,111.0,Milwaukee Bucks,118.0,Box Score,,17341.0,Fiserv Forum,
2023-03-19,9:00p,Los Angeles Clippers,117.0,Portland Trail Blazers,102.0,Box Score,,18714.0,Moda Center,
2023-03-19,9:30p,Orlando Magic,105.0,Los Angeles Lakers,111.0,Box Score,,18997.0,Crypto.com Arena,
2023-03-20,7:00p,Indiana Pacers,109.0,Charlotte Hornets,115.0,Box Score,,12449.0,Spectrum Center,
2023-03-20,7:00p,Chicago Bulls,109.0,Philadelphia 76ers,105.0,Box Score,2OT,21145.0,Wells Fargo Center,
2023-03-20,7:30p,Minnesota Timberwolves,140.0,New York Knicks,134.0,Box Score,,19812.0,Madison Square Garden (IV),
2023-03-20,8:00p,Golden State Warriors,121.0,Houston Rockets,108.0,Box Score,,16116.0,Toyota Center,
2023-03-20,8:00p,Dallas Mavericks,108.0,Memphis Grizzlies,112.0,Box Score,,17794.0,FedEx Forum,
2023-03-20,9:00p,Sacramento Kings,120.0,Utah Jazz,128.0,Box Score,,18206.0,Vivint Arena,
2023-03-21,7:00p,Washington Wizards,112.0,Orlando Magic,122.0,Box Score,,16096.0,Amway Center,
2023-03-21,7:30p,Detroit Pistons,107.0,Atlanta Hawks,129.0,Box Score,,17129.0,State Farm Arena,
2023-03-21,7:30p,Cleveland Cavaliers,115.0,Brooklyn Nets,109.0,Box Score,,17732.0,Barclays Center,
2023-03-21,8:00p,San Antonio Spurs,84.0,New Orleans Pelicans,119.0,Box Score,,15466.0,Smoothie King Center,
2023-03-21,10:00p,Boston Celtics,132.0,Sacramento Kings,109.0,Box Score,,18111.0,Golden 1 Center,
2023-03-21,10:30p,Oklahoma City Thunder,101.0,Los Angeles Clippers,100.0,Box Score,,19068.0,Crypto.com Arena,
2023-03-22,7:00p,Denver Nuggets,118.0,Washington Wizards,104.0,Box Score,,16508.0,Capital One Arena,
2023-03-22,7:30p,Golden State Warriors,127.0,Dallas Mavericks,125.0,Box Score,,20377.0,American Airlines Center,
2023-03-22,7:30p,New York Knicks,120.0,Miami Heat,127.0,Box Score,,19863.0,Kaseya Center,
2023-03-22,7:30p,Indiana Pacers,118.0,Toronto Raptors,114.0,Box Score,,19800.0,Scotiabank Arena,
2023-03-22,8:00p,Philadelphia 76ers,116.0,Chicago Bulls,91.0,Box Score,,20946.0,United Center,
2023-03-22,8:00p,Houston Rockets,125.0,Memphis Grizzlies,130.0,Box Score,,17794.0,FedEx Forum,
2023-03-22,8:00p,San Antonio Spurs,94.0,Milwaukee Bucks,130.0,Box Score,,17756.0,Fiserv Forum,
2023-03-22,8:00p,Atlanta Hawks,124.0,Minnesota Timberwolves,125.0,Box Score,,17136.0,Target Center,
2023-03-22,9:00p,Portland Trail Blazers,127.0,Utah Jazz,115.0,Box Score,,,Vivint Arena,
2023-03-22,10:00p,Phoenix Suns,111.0,Los Angeles Lakers,122.0,Box Score,,18435.0,Crypto.com Arena,
2023-03-23,7:00p,New York Knicks,106.0,Orlando Magic,111.0,Box Score,,17607.0,Amway Center,
2023-03-23,7:30p,Cleveland Cavaliers,116.0,Brooklyn Nets,114.0,Box Score,,17732.0,Barclays Center,
2023-03-23,8:00p,Charlotte Hornets,96.0,New Orleans Pelicans,115.0,Box Score,,15749.0,Smoothie King Center,
2023-03-23,10:30p,Oklahoma City Thunder,105.0,Los Angeles Clippers,127.0,Box Score,,17307.0,Crypto.com Arena,
2023-03-24,7:00p,Indiana Pacers,95.0,Boston Celtics,120.0,Box Score,,19156.0,TD Garden,
2023-03-24,7:00p,San Antonio Spurs,124.0,Washington Wizards,136.0,Box Score,,17004.0,Capital One Arena,
2023-03-24,7:30p,Detroit Pistons,97.0,Toronto Raptors,118.0,Box Score,,19800.0,Scotiabank Arena,
2023-03-24,8:00p,Houston Rockets,114.0,Memphis Grizzlies,151.0,Box Score,,17851.0,FedEx Forum,
2023-03-24,8:30p,Charlotte Hornets,117.0,Dallas Mavericks,109.0,Box Score,,20347.0,American Airlines Center,
2023-03-24,9:00p,Milwaukee Bucks,144.0,Utah Jazz,116.0,Box Score,,18206.0,Vivint Arena,
2023-03-24,10:00p,Philadelphia 76ers,112.0,Golden State Warriors,120.0,Box Score,,18064.0,Chase Center,
2023-03-24,10:00p,Chicago Bulls,124.0,Portland Trail Blazers,96.0,Box Score,,19393.0,Moda Center,
2023-03-24,10:00p,Phoenix Suns,127.0,Sacramento Kings,135.0,Box Score,,18151.0,Golden 1 Center,
2023-03-24,10:30p,Oklahoma City Thunder,111.0,Los Angeles Lakers,116.0,Box Score,,18997.0,Crypto.com Arena,
2023-03-25,5:00p,Indiana Pacers,130.0,Atlanta Hawks,143.0,Box Score,,17699.0,State Farm Arena,
2023-03-25,8:00p,Brooklyn Nets,129.0,Miami Heat,100.0,Box Score,,19680.0,Kaseya Center,
2023-03-25,9:00p,Milwaukee Bucks,106.0,Denver Nuggets,129.0,Box Score,,19919.0,Ball Arena,
2023-03-25,10:00p,Philadelphia 76ers,105.0,Phoenix Suns,125.0,Box Score,,17071.0,Footprint Center,
2023-03-25,10:00p,Utah Jazz,113.0,Sacramento Kings,121.0,Box Score,,18151.0,Golden 1 Center,
2023-03-25,10:30p,New Orleans Pelicans,131.0,Los Angeles Clippers,110.0,Box Score,,17702.0,Crypto.com Arena,
2023-03-26,1:00p,Dallas Mavericks,104.0,Charlotte Hornets,110.0,Box Score,,19264.0,Spectrum Center,
2023-03-26,3:30p,Chicago Bulls,118.0,Los Angeles Lakers,108.0,Box Score,,18997.0,Crypto.com Arena,
2023-03-26,6:00p,Memphis Grizzlies,123.0,Atlanta Hawks,119.0,Box Score,,18056.0,State Farm Arena,
2023-03-26,6:00p,San Antonio Spurs,93.0,Boston Celtics,137.0,Box Score,,19156.0,TD Garden,
2023-03-26,6:00p,Houston Rockets,91.0,Cleveland Cavaliers,108.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
2023-03-26,6:00p,Brooklyn Nets,106.0,Orlando Magic,119.0,Box Score,,17862.0,Amway Center,
2023-03-26,6:00p,Washington Wizards,104.0,Toronto Raptors,114.0,Box Score,,19800.0,Scotiabank Arena,
2023-03-26,7:00p,Oklahoma City Thunder,118.0,Portland Trail Blazers,112.0,Box Score,,18626.0,Moda Center,
2023-03-26,8:30p,Minnesota Timberwolves,99.0,Golden State Warriors,96.0,Box Score,,18064.0,Chase Center,
2023-03-27,7:00p,Milwaukee Bucks,126.0,Detroit Pistons,117.0,Box Score,,21090.0,Little Caesars Arena,
2023-03-27,7:00p,Dallas Mavericks,127.0,Indiana Pacers,104.0,Box Score,,17022.0,Gainbridge Fieldhouse,
2023-03-27,7:30p,Houston Rockets,115.0,New York Knicks,137.0,Box Score,,19812.0,Madison Square Garden (IV),
2023-03-27,9:00p,Phoenix Suns,117.0,Utah Jazz,103.0,Box Score,,18206.0,Vivint Arena,
2023-03-27,9:30p,Philadelphia 76ers,111.0,Denver Nuggets,116.0,Box Score,,19781.0,Ball Arena,
2023-03-27,10:00p,New Orleans Pelicans,124.0,Portland Trail Blazers,90.0,Box Score,,17943.0,Moda Center,
2023-03-27,10:00p,Minnesota Timberwolves,119.0,Sacramento Kings,115.0,Box Score,,18151.0,Golden 1 Center,
2023-03-27,10:30p,Chicago Bulls,112.0,Los Angeles Clippers,124.0,Box Score,,19068.0,Crypto.com Arena,
2023-03-28,7:00p,Boston Celtics,111.0,Washington Wizards,130.0,Box Score,,20476.0,Capital One Arena,
2023-03-28,7:30p,Cleveland Cavaliers,118.0,Atlanta Hawks,120.0,Box Score,,17748.0,State Farm Arena,
2023-03-28,7:30p,Miami Heat,92.0,Toronto Raptors,106.0,Box Score,,19800.0,Scotiabank Arena,
2023-03-28,8:00p,Orlando Magic,108.0,Memphis Grizzlies,113.0,Box Score,,16507.0,FedEx Forum,
2023-03-28,8:00p,Charlotte Hornets,137.0,Oklahoma City Thunder,134.0,Box Score,,15428.0,Paycom Center,
2023-03-28,10:00p,New Orleans Pelicans,109.0,Golden State Warriors,120.0,Box Score,,18064.0,Chase Center,
2023-03-29,7:00p,Milwaukee Bucks,149.0,Indiana Pacers,136.0,Box Score,,16524.0,Gainbridge Fieldhouse,
2023-03-29,7:30p,Houston Rockets,114.0,Brooklyn Nets,123.0,Box Score,,17074.0,Barclays Center,
2023-03-29,7:30p,Miami Heat,92.0,New York Knicks,101.0,Box Score,,19812.0,Madison Square Garden (IV),
2023-03-29,7:30p,Dallas Mavericks,108.0,Philadelphia 76ers,116.0,Box Score,,20583.0,Wells Fargo Center,
2023-03-29,8:00p,Los Angeles Lakers,121.0,Chicago Bulls,110.0,Box Score,,21739.0,United Center,
2023-03-29,8:00p,Los Angeles Clippers,141.0,Memphis Grizzlies,132.0,Box Score,,16775.0,FedEx Forum,
2023-03-29,8:00p,Detroit Pistons,106.0,Oklahoma City Thunder,107.0,Box Score,,15047.0,Paycom Center,
2023-03-29,8:00p,Utah Jazz,128.0,San Antonio Spurs,117.0,Box Score,,18354.0,AT&T Center,
2023-03-29,10:00p,Minnesota Timberwolves,100.0,Phoenix Suns,107.0,Box Score,,17071.0,Footprint Center,
2023-03-29,10:00p,Sacramento Kings,120.0,Portland Trail Blazers,80.0,Box Score,,18550.0,Moda Center,
2023-03-30,7:30p,Boston Celtics,140.0,Milwaukee Bucks,99.0,Box Score,,18073.0,Fiserv Forum,
2023-03-30,10:00p,New Orleans Pelicans,107.0,Denver Nuggets,88.0,Box Score,,19728.0,Ball Arena,
2023-03-31,7:00p,Chicago Bulls,121.0,Charlotte Hornets,91.0,Box Score,,18768.0,Spectrum Center,
2023-03-31,7:00p,Oklahoma City Thunder,117.0,Indiana Pacers,121.0,Box Score,,16506.0,Gainbridge Fieldhouse,
2023-03-31,7:00p,Toronto Raptors,110.0,Philadelphia 76ers,117.0,Box Score,,20993.0,Wells Fargo Center,
2023-03-31,7:00p,Orlando Magic,116.0,Washington Wizards,109.0,Box Score,,16411.0,Capital One Arena,
2023-03-31,7:30p,Utah Jazz,114.0,Boston Celtics,122.0,Box Score,,19156.0,TD Garden,
2023-03-31,7:30p,Atlanta Hawks,107.0,Brooklyn Nets,124.0,Box Score,,17849.0,Barclays Center,
2023-03-31,7:30p,New York Knicks,130.0,Cleveland Cavaliers,116.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
2023-03-31,8:00p,Detroit Pistons,115.0,Houston Rockets,121.0,Box Score,,15844.0,Toyota Center,
2023-03-31,8:00p,Los Angeles Clippers,94.0,Memphis Grizzlies,108.0,Box Score,,16376.0,FedEx Forum,
2023-03-31,8:00p,Los Angeles Lakers,123.0,Minnesota Timberwolves,111.0,Box Score,,18978.0,Target Center,
2023-03-31,10:00p,San Antonio Spurs,115.0,Golden State Warriors,130.0,Box Score,,18064.0,Chase Center,
2023-03-31,10:00p,Sacramento Kings,138.0,Portland Trail Blazers,114.0,Box Score,,18389.0,Moda Center,
2023-03-31,10:30p,Denver Nuggets,93.0,Phoenix Suns,100.0,Box Score,,17071.0,Footprint Center,
2023-05-01,7:30p,Philadelphia 76ers,119.0,Boston Celtics,115.0,Box Score,,19156.0,TD Garden,
2023-05-01,10:00p,Phoenix Suns,87.0,Denver Nuggets,97.0,Box Score,,19592.0,Ball Arena,
2023-05-02,7:30p,Miami Heat,105.0,New York Knicks,111.0,Box Score,,19812.0,Madison Square Garden (IV),
2023-05-02,10:00p,Los Angeles Lakers,117.0,Golden State Warriors,112.0,Box Score,,18064.0,Chase Center,
